id,title,artist,genre,danceability,energy,valence,acousticness,tempo
1200,Llegaste Tarde,Los Amigos Invisibles,afrobeat,0.49,0.82,0.854,0.799,102.572
1201,Tal Para Cual,Calle 13,afrobeat,0.726,0.871,0.773,0.0714,175.999
1202,Duck and Cover,Orgone,afrobeat,0.786,0.729,0.907,0.0484,100.995
1203,Una canción me trajo hasta aquí,Jorge Drexler,afrobeat,0.669,0.843,0.842,0.0641,131.461
1204,Cumbia Milagrosa,La Misa Negra,afrobeat,0.525,0.424,0.631,0.00552,203.01
1205,Direto de Camaçacity,Afrocidade,afrobeat,0.821,0.779,0.464,0.0976,105.003
1206,Feitiço,Samuca e a Selva,afrobeat,0.868,0.793,0.972,0.255,121.977
1207,Arroz Con Frijoles,Grupo Fantasma,afrobeat,0.382,0.931,0.801,0.137,105.214
1208,Disneylandia - Cara B,Jorge Drexler,afrobeat,0.575,0.295,0.564,0.877,79.991
1209,Los De Atrás Vienen Conmigo,Calle 13,afrobeat,0.641,0.66,0.549,0.208,169.881
1210,El Volcán,Juanafé,afrobeat,0.715,0.897,0.839,0.432,96.891
1211,Pa' Congo,The Bongo Hop;Maikcel,afrobeat,0.723,0.951,0.762,0.0681,110.076
1212,Black Hills,The Budos Band,afrobeat,0.44,0.728,0.518,0.00144,136.243
1213,Mi Último Fracaso,Juanafé;La Flor del Recuerdo,afrobeat,0.457,0.332,0.305,0.791,164.096
1214,Beautiful Baby,William Onyeabor,afrobeat,0.852,0.442,0.946,0.446,107.426
1215,Canto para Siempre,Juanafé;Carmen Lienqueo,afrobeat,0.43,0.829,0.445,0.0845,141.277
1216,Es la Verdad,Los Amigos Invisibles,afrobeat,0.623,0.952,0.714,0.241,108.004
1217,International,Lack Of Afro;Wax;Herbal T,afrobeat,0.659,0.736,0.63,0.00473,96.971
1218,Can You Get It,Mandrill,afrobeat,0.854,0.928,0.782,0.152,122.487
1219,Orunmilá,Metá Metá,afrobeat,0.623,0.66,0.961,0.405,106.887
1220,Lambe-Lambe,Samuca e a Selva;Illy,afrobeat,0.646,0.701,0.944,0.00283,172.055
1221,Afrorumbachilenera,Juanafé,afrobeat,0.588,0.745,0.432,0.515,95.071
1222,Meet You In The Sunshine,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,afrobeat,0.579,0.833,0.732,0.0785,95.838
1223,Nauliza,BaianaSystem;Makavelli;Jay Mitta,afrobeat,0.618,0.942,0.736,0.0359,170.005
1224,País Tropical,Orquestra Brasileira de Música Jamaicana,afrobeat,0.816,0.77,0.964,0.61,127.971
1225,Banano´s Bar,Plastilina Mosh,afrobeat,0.605,0.842,0.39,0.0133,116.151
1226,Anestesiada (feat. Kinky),Los Amigos Invisibles;Kinky,afrobeat,0.736,0.951,0.932,0.0149,116.001
1227,Memoria del cuero,Jorge Drexler,afrobeat,0.674,0.869,0.813,0.374,117.999
1228,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes),Los Amigos Invisibles;Los Auténticos Decadentes,afrobeat,0.768,0.91,0.96,0.015,123.023
1229,Saci (Remix),BaianaSystem;Tropkillaz,afrobeat,0.974,0.922,0.657,0.0974,127.989
1230,Muerte En Hawaii,Calle 13,afrobeat,0.675,0.588,0.879,0.789,79.989
1231,Hard Up,The Bamboos,afrobeat,0.782,0.922,0.761,0.00655,104.015
1232,Maasai - Doctor Flake Remix,Kutiman;Doctor Flake,afrobeat,0.648,0.874,0.339,0.0104,101.994
1233,Fantastic Man,William Onyeabor,afrobeat,0.7,0.756,0.944,0.00182,114.28
1234,There's a New Day Coming,Menahan Street Band;Saundra Williams,afrobeat,0.382,0.507,0.494,0.787,135.787
1235,Sticks & Stones,TJ Cream;Ozoro,afrobeat,0.678,0.634,0.574,0.656,159.682
1236,Raggaxixe,Thiago França,afrobeat,0.72,0.73,0.773,0.28,93.414
1237,Lead the Way,Sarah Téibo,afrobeat,0.729,0.807,0.488,0.117,98.969
1238,Um samba pra John Coltrane,Thiago França,afrobeat,0.701,0.715,0.774,0.313,139.733
1239,24/7,Nathanael,afrobeat,0.337,0.623,0.461,0.162,56.499
1240,Pour la vie,Voilaaa;Pat Kalla,afrobeat,0.863,0.687,0.77,0.0575,133.901
1241,Le king m'a validé,Big Ty;Markis,afrobeat,0.662,0.93,0.954,0.176,125.014
1242,More Mess on My Thing,The Poets Of Rhythm,afrobeat,0.542,0.869,0.962,0.225,190.509
1243,Yègellé Tezeta,Mulatu Astatke,afrobeat,0.839,0.233,0.777,0.745,125.597
1244,Mictlán,Timoneki,afrobeat,0.518,0.649,0.683,0.112,180.202
1245,Like a Child - Remix,Sarah Téibo;Fred Hammond,afrobeat,0.711,0.811,0.417,0.122,100.065
1246,Plan de Vuelo,Morbo y Mambo;Andres Nusser,afrobeat,0.647,0.688,0.395,0.0145,123.996
1247,Vampires,Voilaaa;Hawa;Fouley Badiaga,afrobeat,0.879,0.731,0.945,0.0584,119.997
1248,Si Estuvieras Aquí,Los Amigos Invisibles,afrobeat,0.693,0.569,0.626,0.62,130.011
1249,Vivão (vinheta),Afrocidade,afrobeat,0.483,0.887,0.613,0.977,74.325
1250,Guayabo,QUITAPENAS,afrobeat,0.589,0.827,0.911,0.0239,117.74
1251,Adiós Batata - Cerrero Dub Mix,Son Palenque;Cerrero;El León Pardo,afrobeat,0.625,0.703,0.487,0.172,114.113
1252,The Wilhelm Scream,The Bamboos;Washington,afrobeat,0.566,0.621,0.402,0.00773,150.033
1253,Tujunga,Ikebe Shakedown,afrobeat,0.683,0.83,0.883,0.54,127.237
1254,Why You Love Me,Nosa,afrobeat,0.503,0.886,0.587,0.0251,133.931
1255,Cold Sweat,The Mighty Imperials,afrobeat,0.537,0.619,0.897,0.101,119.222
1256,Ham Gallery,The Poets Of Rhythm,afrobeat,0.781,0.848,0.641,0.0276,109.49
1257,Cerca del mar,Jorge Drexler,afrobeat,0.749,0.391,0.351,0.603,96.035
1258,Oya,Metá Metá,afrobeat,0.44,0.742,0.368,0.227,129.169
1259,La Carga,The Bongo Hop;Nidia Gongora,afrobeat,0.738,0.709,0.851,0.00267,104.987
1260,Water No Get Enemy,Voilaaa;Pat Kalla,afrobeat,0.886,0.646,0.936,0.00475,125.007
1261,Lord Of The Golden Baboon,Mandrill,afrobeat,0.571,0.845,0.586,0.0484,128.627
1262,Barbatana,BaianaSystem,afrobeat,0.558,0.778,0.385,0.000658,131.049
1263,Kinkinzazo,Plastilina Mosh,afrobeat,0.688,0.948,0.957,0.0334,126.703
1264,Chinchín,Juanafé,afrobeat,0.665,0.792,0.945,0.317,121.831
1265,Club Tonight - Cara B,Jorge Drexler,afrobeat,0.677,0.268,0.62,0.817,151.64
1266,Plastic Woman,Los Amigos Invisibles,afrobeat,0.875,0.684,0.926,0.0284,115.031
1267,Take 5 - Ao Vivo Na Casa De Francisca,Orquestra Brasileira de Música Jamaicana,afrobeat,0.734,0.444,0.624,0.489,136.305
1268,Mundo Sem Memória,Abayomy Afrobeat Orquestra;Otto,afrobeat,0.697,0.878,0.751,0.0557,102.012
1269,El Lobo,Wganda Kenya,afrobeat,0.528,0.862,0.844,0.182,110.192
1270,Afobado Peito Altivo,Samuca e a Selva,afrobeat,0.424,0.754,0.883,0.0799,100.955
1271,Reza Frevo,BaianaSystem;Thiago França,afrobeat,0.454,0.98,0.348,0.0972,161.12
1272,Monopólio,BaianaSystem,afrobeat,0.532,0.93,0.785,0.0136,169.997
1273,El sur del sur,Jorge Drexler,afrobeat,0.695,0.385,0.26,0.509,120.149
1274,Okay,Limoblaze;Ada Ehi,afrobeat,0.787,0.751,0.834,0.394,105.003
1275,Dance the Body Music,Osibisa,afrobeat,0.731,0.831,0.973,0.0132,120.919
1276,Yawa Dey,Nero X,afrobeat,0.858,0.634,0.824,0.406,105.018
1277,Road Song,Ikebe Shakedown,afrobeat,0.63,0.735,0.727,0.464,106.589
1278,"Hard Talk, Pt. 2",TJ Cream;Marko,afrobeat,0.71,0.615,0.605,0.0207,95.0
1279,I Do It,Angeloh;S.O,afrobeat,0.699,0.493,0.528,0.0737,140.029
1280,Come on Home,Lijadu Sisters,afrobeat,0.537,0.501,0.914,0.0684,93.849
1281,Monsieur le Maire de Niafunké,Ali Farka Touré;Toumani Diabaté,afrobeat,0.589,0.427,0.376,0.804,99.648
1282,Tezeta,Mulatu Astatke,afrobeat,0.549,0.254,0.541,0.962,81.484
1283,Soukora (with Ry Cooder),Ali Farka Touré,afrobeat,0.431,0.328,0.695,0.503,90.316
1284,Brown Wind and Fire,Brownout,afrobeat,0.594,0.614,0.825,0.00298,159.94
1285,Valle Moreno,QUITAPENAS,afrobeat,0.534,0.847,0.852,0.316,119.205
1286,Silencio,Jorge Drexler,afrobeat,0.887,0.568,0.127,0.263,127.923
1287,Adará,Abayomy Afrobeat Orquestra;Orlando Julius,afrobeat,0.613,0.9,0.664,0.00838,121.032
1288,Tu voyeur,Jorge Drexler,afrobeat,0.738,0.355,0.705,0.292,154.019
1289,Happy,Speedometer,afrobeat,0.59,0.613,0.868,0.394,147.171
1290,Incompletos,Caê,afrobeat,0.753,0.514,0.65,0.474,120.073
1291,Influence of Worship,Eddie Neblett,afrobeat,0.536,0.702,0.711,0.2,82.83
1292,Hang Loose,Mandrill,afrobeat,0.54,0.797,0.935,0.434,128.291
1293,Tu n'as pas de voiture,Voilaaa;Pat Kalla,afrobeat,0.876,0.72,0.901,0.032,132.984
1294,Asas,OQuadro;Jorge Du Peixe,afrobeat,0.723,0.636,0.813,0.3,79.958
1295,Ivory and Blue - Reprise,Menahan Street Band,afrobeat,0.329,0.84,0.962,0.222,174.761
1296,Pinga Fogo,Nomade Orquestra,afrobeat,0.586,0.827,0.809,0.00549,167.962
1297,Lua Branca,Afrocidade;Luedji Luna,afrobeat,0.81,0.858,0.69,0.12,110.993
1298,Adiós Nonino,São Paulo Ska Jazz;Ken Stewart,afrobeat,0.776,0.673,0.617,0.427,141.032
1299,La huella de tu mirada,Jorge Drexler,afrobeat,0.651,0.371,0.589,0.56,78.718
1300,Não Existe Amor em SP (Instrumental),Criolo,afrobeat,0.76,0.35,0.31,0.0263,141.988
1301,Llueve,Jorge Drexler,afrobeat,0.4,0.471,0.0765,0.193,64.502
1302,WILIN',Jor'dan Armstrong,afrobeat,0.727,0.517,0.529,0.26,127.932
1303,Slide Show,El Michels Affair,afrobeat,0.587,0.716,0.874,0.157,81.689
1304,Lontano lontano - Cara B,Jorge Drexler,afrobeat,0.7,0.344,0.473,0.862,89.845
1305,Aropador,Plastilina Mosh,afrobeat,0.783,0.506,0.397,0.952,117.147
1306,This Song's For You,El Michels Affair,afrobeat,0.542,0.517,0.326,0.0159,66.552
1307,Turn and Burn,The Budos Band,afrobeat,0.445,0.833,0.652,0.00256,116.012
1308,Até de Manhã,Afrocidade,afrobeat,0.746,0.83,0.364,0.0901,100.015
1309,Maleducao,Juanafé,afrobeat,0.764,0.681,0.807,0.015,123.986
1310,Danny Trejo,Plastilina Mosh,afrobeat,0.771,0.968,0.756,0.288,93.984
1311,Deep in the Sand,The Budos Band,afrobeat,0.471,0.864,0.486,0.000394,119.095
1312,Avi-Vo - Remastered,Lafayette Afro Rock Band,afrobeat,0.709,0.868,0.693,0.428,118.125
1313,La Dormida,Juanafé,afrobeat,0.618,0.491,0.659,0.41,89.827
1314,Sorry Sorry - Old School Afro Dub,Femi Kuti,afrobeat,0.763,0.871,0.618,0.0238,101.199
1315,Passeando em Mim,Samuca e a Selva,afrobeat,0.875,0.722,0.552,0.0772,117.997
1316,Logun,Metá Metá,afrobeat,0.617,0.868,0.913,0.554,122.883
1317,Ali Bombaye (Zaire Chant) I,Mandrill;Michael Masser,afrobeat,0.528,0.967,0.725,0.0143,128.446
1318,Sabrina (feat. Oscar D'León),Los Amigos Invisibles;Oscar D'León,afrobeat,0.458,0.885,0.826,0.00259,195.646
1319,Aquamosh,Plastilina Mosh,afrobeat,0.704,0.728,0.509,0.491,92.228
1320,Criado Mudou,BaianaSystem,afrobeat,0.549,0.704,0.112,0.58,133.986
1321,For Me,Limoblaze;Marizu,afrobeat,0.728,0.719,0.719,0.477,107.95
1322,Batom,ATR;Luedji Luna,afrobeat,0.656,0.508,0.585,0.295,194.015
1323,Utrus Horas,Orchestra Baobab,afrobeat,0.725,0.266,0.617,0.828,86.727
1324,Ring the Alarm,ST-Saint;Mark Asari;Reblah;678NATH;Raptist & Marko;Leslie Skye;Zelijah & Konola;Gtay;Nizzy Nath;JL Poleon,afrobeat,0.643,0.787,0.747,0.339,140.279
1325,Fill My Cup,Angeloh,afrobeat,0.615,0.704,0.489,0.331,100.019
1326,Authentic,A Mose;TBabz,afrobeat,0.788,0.499,0.612,0.205,97.977
1327,Spies Are Watching Me,Voilaaa;Sir Jean,afrobeat,0.892,0.708,0.949,0.0395,127.002
1328,Mbila - João Selva Remix,Les Mamans du Congo;RROBIN;João Selva,afrobeat,0.821,0.769,0.606,0.0299,123.904
1329,Contra el Sol,Ocote Soul Sounds,afrobeat,0.664,0.854,0.961,0.388,107.855
1330,Rejoice,Oba Reengy;Yoski,afrobeat,0.55,0.557,0.439,0.0623,111.383
1331,Que Tumba,Romperayo,afrobeat,0.714,0.613,0.964,0.0479,93.969
1332,Uiyi Guaye,Calle 13,afrobeat,0.734,0.783,0.767,0.0692,183.918
1333,Pernas Voadoras,Orquestra Voadora,afrobeat,0.655,0.62,0.763,0.75,97.513
1334,Blow My Mind - Spanish Remix,Limoblaze;Ada Betsabe;Principal,afrobeat,0.709,0.594,0.879,0.367,189.916
1335,blanco nigeria,Morbo y Mambo,afrobeat,0.615,0.694,0.745,0.287,135.861
1336,Safe in You,Sarah Téibo;Tneek,afrobeat,0.5,0.778,0.514,0.0422,75.145
1337,Le mariage forcé,Star Feminine Band,afrobeat,0.716,0.752,0.776,0.0569,118.591
1338,Comfort Me,Rehmahz;Asha Elia,afrobeat,0.804,0.625,0.766,0.488,99.914
1339,Tema,Victor Rice,afrobeat,0.634,0.664,0.872,0.216,130.962
1340,Agoya,The Souljazz Orchestra,afrobeat,0.739,0.88,0.783,0.59,115.967
1341,Boga Canoero,Ondatrópica,afrobeat,0.648,0.68,0.959,0.549,115.9
1342,Juaneco Y La Negra,Thee Commons,afrobeat,0.343,0.886,0.828,0.000273,192.492
1343,Shattered Winds,The Budos Band,afrobeat,0.447,0.826,0.685,0.0226,105.475
1344,Engasga Gato,Kiko Dinucci e Bando Afro Macarrônico,afrobeat,0.799,0.606,0.845,0.439,114.941
1345,La luna de espejos,Jorge Drexler,afrobeat,0.712,0.225,0.429,0.93,87.52
1346,Simigwa-Do,Gyedu-Blay Ambolley,afrobeat,0.805,0.812,0.748,0.0318,122.003
1347,Is yeelyel,The Souljazz Orchestra,afrobeat,0.843,0.805,0.914,0.0403,116.002
1348,Haja Axé,Samuca e a Selva;Onã,afrobeat,0.701,0.722,0.848,0.0407,179.938
1349,Could've Been So Good,The New Mastersounds;Eddie Roberts,afrobeat,0.589,0.675,0.748,0.515,119.792
1350,Get It Right,Breakestra,afrobeat,0.743,0.962,0.872,0.127,108.602
1351,Curiche,Newen Afrobeat,afrobeat,0.79,0.711,0.861,0.221,110.063
1352,Shame,William Onyeabor,afrobeat,0.829,0.448,0.749,0.34,103.306
1353,Budos Dirge,The Budos Band,afrobeat,0.571,0.877,0.814,0.344,120.907
1354,Freak Out,Jackie Mittoo,afrobeat,0.715,0.635,0.956,0.0241,79.255
1355,You Should Know,Jor'dan Armstrong,afrobeat,0.393,0.616,0.275,0.0444,97.458
1356,Closer to Me,Lack Of Afro;Roxie Ray,afrobeat,0.677,0.902,0.893,0.016,111.925
1357,Reppirt Yad,The Budos Band,afrobeat,0.509,0.511,0.611,0.0238,116.851
1358,Polvo de Inti,Newen Afrobeat,afrobeat,0.553,0.847,0.795,0.0176,159.896
1359,Mr. P-Mosh,Plastilina Mosh,afrobeat,0.791,0.642,0.477,0.0213,94.585
1360,Count It,Jor'dan Armstrong,afrobeat,0.517,0.858,0.55,0.132,100.04
1361,El Sirenito,Plastilina Mosh,afrobeat,0.671,0.898,0.875,0.11,92.953
1362,La aparecida,Jorge Drexler,afrobeat,0.539,0.372,0.313,0.853,147.078
1363,Mizin,Ebo Taylor,afrobeat,0.808,0.841,0.891,0.402,106.477
1364,Pa'l Norte - Beauty Brain Remix,Calle 13,afrobeat,0.791,0.835,0.8,0.0223,140.027
1365,Reggae Rock,Jackie Mittoo,afrobeat,0.752,0.451,0.886,0.368,81.468
1366,El Que Te Quiere Te Quiere,Juanafé,afrobeat,0.722,0.904,0.783,0.451,93.94
1367,Ora Iê Iê O,Metá Metá,afrobeat,0.682,0.815,0.964,0.528,106.068
1368,Todo se transforma,Jorge Drexler,afrobeat,0.761,0.488,0.682,0.199,100.024
1369,Villa,El Michels Affair,afrobeat,0.503,0.733,0.377,0.676,167.935
1370,Ojah Awake,Osibisa,afrobeat,0.581,0.709,0.816,0.0268,132.096
1371,Love,Greyboy;Nino Moschella,afrobeat,0.851,0.414,0.581,0.0498,102.807
1372,You Are My Heart,Rex Williams,afrobeat,0.675,0.681,0.604,0.481,97.442
1373,Anbessa,Akalé Wubé;Manu Dibango,afrobeat,0.82,0.473,0.645,0.293,120.066
1374,Old Engine Oil,The Budos Band,afrobeat,0.366,0.91,0.322,0.00119,92.94
1375,Amoureux,Ilover,afrobeat,0.703,0.859,0.867,0.222,82.069
1376,Your Love,Limoblaze;Dj Horphuray,afrobeat,0.795,0.719,0.958,0.115,110.02
1377,Bra,Cymande,afrobeat,0.676,0.769,0.891,0.00545,117.733
1378,Like a Child,Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,afrobeat,0.631,0.703,0.611,0.0209,90.066
1379,Bs80,Morbo y Mambo,afrobeat,0.484,0.783,0.77,0.0119,164.006
1380,Bim-Bim-Bim,Caê,afrobeat,0.778,0.76,0.895,0.521,122.108
1381,Bonde (with Ry Cooder),Ali Farka Touré,afrobeat,0.514,0.532,0.553,0.712,113.821
1382,Never Leave Me,Sarah Téibo,afrobeat,0.723,0.558,0.547,0.344,103.983
1383,Revoar,Orquestra Voadora,afrobeat,0.413,0.744,0.963,0.24,88.561
1384,Original Joy,TBabz;Naffymar,afrobeat,0.79,0.502,0.59,0.237,87.996
1385,Ginga Ponteiro in Versão,Nomade Orquestra,afrobeat,0.809,0.677,0.875,0.166,110.001
1386,Tell Somebody Bout Jesus,Jaron Nurse,afrobeat,0.668,0.612,0.722,0.0712,82.861
1387,Abre-Caminho,Bantunagojeje,afrobeat,0.572,0.73,0.815,8.14e-05,129.706
1388,KNUCKLEHEAD,The Sound Stylistics,afrobeat,0.688,0.897,0.942,0.467,113.784
1389,Sniffin' & Snatchin',The Soul Snatchers,afrobeat,0.785,0.862,0.682,0.016,106.052
1390,Pas la peine,Vaudou Game,afrobeat,0.82,0.788,0.8,0.0599,122.712
1391,Santa Bamba,Kiko Dinucci e Bando Afro Macarrônico,afrobeat,0.734,0.463,0.828,0.695,85.988
1392,Posed To Be - Instrumental,Breakestra,afrobeat,0.783,0.864,0.687,0.00106,104.356
1393,Duas de Cinco,Criolo,afrobeat,0.658,0.718,0.514,0.0446,80.112
1394,Subirusdoistiozin (Instrumental),Criolo,afrobeat,0.787,0.385,0.448,0.0194,86.456
1395,Tuntuna Rebajada,Romperayo,afrobeat,0.7,0.713,0.934,0.834,83.493
1396,Al Otro Lado Del Río (342 Amazônia ao Vivo no Circo Voador),Jorge Drexler,afrobeat,0.705,0.435,0.535,0.597,124.705
1397,Femme africaine,Star Feminine Band,afrobeat,0.517,0.834,0.871,0.13,113.778
1398,The Importance of Elsewhere,Lack Of Afro,afrobeat,0.795,0.727,0.826,0.155,108.036
1399,Mjlm,Plastilina Mosh,afrobeat,0.739,0.854,0.792,0.133,126.39
1400,Jussara,Samuca e a Selva,afrobeat,0.806,0.685,0.967,0.0521,104.011
1401,The Proposition,The Budos Band,afrobeat,0.507,0.905,0.579,0.0967,97.327
1402,Amendoim Pão de Mel,BaianaSystem,afrobeat,0.648,0.855,0.698,0.0218,148.022
1403,Aduna Diaroul Niawo,Orchestra Baobab,afrobeat,0.585,0.6,0.816,0.603,85.91
1404,Story,Greatman Takit,afrobeat,0.845,0.849,0.808,0.711,106.873
1405,Georgie Famous,The New Mastersounds;Eddie Roberts,afrobeat,0.442,0.804,0.589,0.0115,150.144
1406,Reflertar,Samuca e a Selva,afrobeat,0.663,0.478,0.386,0.114,149.957
1407,Burundanga,Los Amigos Invisibles,afrobeat,0.759,0.914,0.727,0.0186,109.998
1408,Fractura de escafoides tarsiano derecho - Cara B,Jorge Drexler,afrobeat,0.481,0.442,0.709,0.507,151.445
1409,Mark of the Unnamed,The Budos Band,afrobeat,0.622,0.797,0.795,0.117,114.822
1410,Instant Coffee (feat. Kyle Hollingsworth),Euforquestra;Kyle Hollingsworth,afrobeat,0.717,0.777,0.792,0.239,101.941
1411,You Mess Me Up,The New Mastersounds,afrobeat,0.573,0.995,0.921,0.116,98.171
1412,Systema Fobica,BaianaSystem;BNegão,afrobeat,0.795,0.63,0.343,0.119,93.006
1413,Cotidiano,Orquestra Brasileira de Música Jamaicana,afrobeat,0.803,0.661,0.96,0.544,140.018
1414,Henry the Great,Jackie Mittoo,afrobeat,0.937,0.5,0.711,0.544,101.665
1415,All Day Today,Los Amigos Invisibles,afrobeat,0.75,0.932,0.82,0.00341,124.012
1416,La Vuelta Al Mundo,Calle 13,afrobeat,0.748,0.538,0.779,0.159,124.974
1417,Nomalizo,Letta Mbulu,afrobeat,0.86,0.41,0.653,0.306,98.269
1418,Victory,Eben,afrobeat,0.751,0.697,0.879,0.372,125.924
1419,Sabu Yerkoy,Ali Farka Touré;Toumani Diabaté,afrobeat,0.599,0.364,0.697,0.787,81.317
1420,Move on Up,The Dynamics,afrobeat,0.836,0.709,0.969,0.154,145.952
1421,Zombie,Fela Kuti,afrobeat,0.672,0.942,0.574,0.386,131.45
1422,Dram,Ikebe Shakedown,afrobeat,0.595,0.765,0.736,0.056,149.58
1423,Murkit Gem,El Michels Affair;Piya Malik,afrobeat,0.536,0.632,0.566,0.599,117.796
1424,Gimme Some Lovin',Matata,afrobeat,0.831,0.658,0.961,0.415,116.698
1425,Snake Pit - Stove Mix,Jungle Fire,afrobeat,0.806,0.716,0.87,0.14,124.778
1426,Rock It,The Dynamics,afrobeat,0.814,0.824,0.902,0.219,129.01
1427,Musica Alegre,Buyepongo,afrobeat,0.794,0.736,0.872,0.27,126.032
1428,Mandjou,Voilaaa;Lass,afrobeat,0.843,0.801,0.908,0.0195,116.017
1429,Tranquilidad,QUITAPENAS,afrobeat,0.555,0.904,0.932,0.0734,146.4
1430,Increase Comes From You,Oba Reengy,afrobeat,0.811,0.37,0.549,0.369,112.012
1431,Magic Fever,Plastilina Mosh,afrobeat,0.61,0.808,0.556,0.0952,137.086
1432,A Time For,Lack Of Afro;Wayne Gidden,afrobeat,0.642,0.673,0.835,0.404,93.881
1433,Unqualified,Ikebe Shakedown,afrobeat,0.599,0.907,0.866,0.101,122.843
1434,Africa Havana Paris,Ricardo Lemvo,afrobeat,0.756,0.629,0.932,0.608,156.029
1435,Mami Te Extraño,Los Amigos Invisibles,afrobeat,0.806,0.561,0.808,0.0517,135.02
1436,Conga - Remastered,Lafayette Afro Rock Band,afrobeat,0.705,0.83,0.602,0.0659,119.099
1437,Before,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,afrobeat,0.58,0.549,0.629,0.166,144.091
1438,Rainha das Cabeças,Kiko Dinucci e Bando Afro Macarrônico,afrobeat,0.73,0.736,0.937,0.763,139.961
1439,Topo do Mundo,Afrocidade,afrobeat,0.744,0.863,0.676,0.0242,132.983
1440,Bogotá (Instrumental),Criolo,afrobeat,0.751,0.882,0.872,0.00323,122.037
1441,La trama y el desenlace,Jorge Drexler,afrobeat,0.578,0.49,0.72,0.0929,150.016
1442,Aquecimento Caboclo Roxo,Foli Griô Orquestra;DJ Vinimax;Cebolinha do Passinho,afrobeat,0.633,0.79,0.867,0.42,127.623
1443,Boom Boom Tarará,Ricardo Lemvo;Makina Loca,afrobeat,0.778,0.871,0.961,0.35,123.06
1444,Malaria,Ondatrópica,afrobeat,0.647,0.798,0.906,0.125,109.897
1445,Back in Business,Lack Of Afro;Wax;Herbal T,afrobeat,0.815,0.925,0.898,0.0594,116.057
1446,Naranjada,Plastilina Mosh,afrobeat,0.739,0.886,0.814,0.553,145.02
1447,Sabbath Bloody Sabbath,Brownout;Brown Sabbath;Aaron Behrens,afrobeat,0.332,0.786,0.724,0.00182,143.4
1448,Toll Free,Plastilina Mosh,afrobeat,0.746,0.722,0.889,0.031,138.153
1449,Cántaros,Newen Afrobeat,afrobeat,0.698,0.63,0.855,0.239,100.014
1450,An Epic Story,Mulatu Astatke;The Heliocentrics,afrobeat,0.389,0.672,0.584,0.302,173.954
1451,Miracle,Jor'dan Armstrong;Lowell Pye,afrobeat,0.307,0.68,0.224,0.58,74.151
1452,El Baile Del Sobón,Los Amigos Invisibles,afrobeat,0.735,0.92,0.68,0.0104,154.988
1453,Chama Arteira,Samuca e a Selva,afrobeat,0.694,0.731,0.62,0.0856,125.769
1454,Lucro/Descomprimindo (Mulú Remix),BaianaSystem;Mulú,afrobeat,0.853,0.607,0.187,0.00186,104.984
1455,The Moon and The Sun,William Onyeabor,afrobeat,0.616,0.838,0.849,0.279,145.936
1456,Afroman,Plastilina Mosh,afrobeat,0.644,0.883,0.783,0.638,104.159
1457,Canette - Bosq Remix,Pat Kalla;Le Super Mojo;Bosq,afrobeat,0.852,0.699,0.941,0.104,123.018
1458,Águas de Março,Orquestra Brasileira de Música Jamaicana,afrobeat,0.851,0.498,0.896,0.741,129.1
1459,Mi Linda,Los Amigos Invisibles,afrobeat,0.727,0.897,0.897,0.0159,135.087
1460,La Perla (feat. Rubén Blades & La Chilinga),Calle 13;Rubén Blades;La Chilinga,afrobeat,0.735,0.681,0.968,0.673,90.003
1461,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",Calle 13;Julian Assange;Tom Morello;Kamilya Jubran,afrobeat,0.501,0.963,0.656,0.0516,165.128
1462,Oranian,Metá Metá,afrobeat,0.561,0.561,0.701,0.77,106.187
1463,Gold,Limoblaze;Ada Ehi,afrobeat,0.479,0.719,0.699,0.214,113.017
1464,Jesus at the Centre,Eben,afrobeat,0.489,0.557,0.11,0.0329,135.907
1465,4:ME,ST-Saint,afrobeat,0.637,0.671,0.593,0.0869,97.602
1466,Unathi,El Michels Affair;Piya Malik,afrobeat,0.524,0.65,0.826,0.0954,107.493
1467,56,Ali Farka Touré;Toumani Diabaté,afrobeat,0.448,0.411,0.471,0.807,89.475
1468,Many Are Called,TJ Cream;Edz,afrobeat,0.882,0.722,0.941,0.57,140.028
1469,Mulato,Iconili,afrobeat,0.635,0.752,0.832,0.00616,121.92
1470,La Negra,Hektombe,afrobeat,0.717,0.683,0.594,0.0364,113.016
1471,Mercy,Sharyn,afrobeat,0.765,0.434,0.267,0.366,141.939
1472,Woso,Qyubi,afrobeat,0.778,0.619,0.684,0.623,102.017
1473,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",Calle 13;Totó La Momposina;Susana Baca;Maria Rita,afrobeat,0.691,0.805,0.866,0.59,142.503
1474,River,Eddie Neblett,afrobeat,0.569,0.704,0.865,0.13,104.725
1475,La Mura,Victor Rice,afrobeat,0.545,0.608,0.975,0.409,141.849
1476,After Laughter Comes Tears,The Dynamics,afrobeat,0.791,0.358,0.78,0.291,83.007
1477,Cash and Carry - Remix,BANTU;Megaloh;Ghanaian Stallion,afrobeat,0.846,0.814,0.784,0.0553,114.886
1478,Rita,La Cumbia Chicharra,afrobeat,0.754,0.434,0.946,0.0989,86.01
